INCIDENT_DATE,INCIDENT_TIME,UOF_NUMBER,OFFICER_ID,OFFICER_GENDER,OFFICER_RACE,OFFICER_HIRE_DATE,OFFICER_YEARS_ON_FORCE,OFFICER_INJURY,OFFICER_INJURY_TYPE,OFFICER_HOSPITALIZATION,SUBJECT_ID,SUBJECT_RACE,SUBJECT_GENDER,SUBJECT_INJURY,SUBJECT_INJURY_TYPE,SUBJECT_WAS_ARRESTED,SUBJECT_DESCRIPTION,SUBJECT_OFFENSE,REPORTING_AREA,BEAT,SECTOR,DIVISION,LOCATION_DISTRICT,STREET_NUMBER,STREET_NAME,STREET_DIRECTION,STREET_TYPE,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE,LOCATION_LATITUDE,LOCATION_LONGITUDE,INCIDENT_REASON,REASON_FOR_FORCE,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,TYPE_OF_FORCE_USED5,TYPE_OF_FORCE_USED6,TYPE_OF_FORCE_USED7,TYPE_OF_FORCE_USED8,TYPE_OF_FORCE_USED9,TYPE_OF_FORCE_USED10,NUMBER_EC_CYCLES,FORCE_EFFECTIVE
9/30/16,7:25:00 PM," 37168, 37169, 37170, 37171, 37172, 37175, 37267",10671,Female,White,9/25/13,3,Yes,"Abrasion/Scrape, Bruise, Sore throat, excessive cough",No,46815,Black,Male,Yes,Puncture,Yes,Unknown Drugs,"Assault/Public Servant, Drug Possession - Felony, Other Felony Arrest",6052,315,310,SOUTHEAST,D5,6900,Scyene,NULL,Rd.,6900 SCYENE RD,Dallas,TX,32.763398,-96.702436,Traffic Stop,Detention/Frisk,Feet/Leg/Knee Strike,Verbal Command,BD - Tripped,Take Down - Head,Held Suspect Down,Hand/Arm/Elbow Strike,Hand/Arm/Elbow Strike,,,,NULL," No, No, No, No, No, No, No"
11/24/16,9:30:00 PM," 38300, 38301, 38302",10878,Female,White,8/13/14,2,No,No injuries noted or visible,No,47538,Hispanic,Male,Yes,Non-Visible Injury/Pain,Yes,Alchohol,DWI,3101,541,540,NORTHWEST,D2,5200,Harry Hines,NULL,Blvd.,5200 HARRY HINES BLVD,Dallas,TX,32.811768,-96.836942,Arrest,Arrest,Verbal Command,Hand Controlled Escort,Joint Locks,,,,,,,,NULL," Yes, No, Yes"
9/3/16,7:55:00 PM,36561,11121,Male,Hispanic,12/2/15,1,No,No injuries noted or visible,No,46430,Hispanic,Male,No,No injuries noted or visible,Yes,NULL,Warrant/Hold,3015,552,550,NORTHWEST,D6,10825,DENNIS,NULL,Rd.,10825 DENNIS RD,Dallas,TX,32.896008,-96.881391,Arrest,Danger to self or others,Joint Locks,,,,,,,,,,NULL, Yes
7/9/16,9:00:00 PM," 35589, 35590",9370,Male,White,2/6/08,8,No,No injuries noted or visible,No,45829,Hispanic,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Robbery, Evading Arrest",4012,422,420,SOUTHWEST,D6,4026,Cedar Elm,NULL,Ln.,4026 CEDAR ELM LN,Dallas,TX,32.790455,-96.862172,Arrest,Arrest,Verbal Command,Weapon display at Person,,,,,,,,,NULL," No, Yes"
12/8/16,8:30:00 PM," 38538, 38539, 38540",9881,Male,White,6/10/09,8,No,No injuries noted or visible,No,47655,White,Male,No,No injuries noted or visible,Yes,Unknown,Disorderly Conduct,4515,156,150,CENTRAL,D2,4700,Ross,NULL,Ave.,4700 ROSS AVE,Dallas,TX,32.805183,-96.77741,Arrest,Arrest,Verbal Command,BD - Pushed,Taser Display at Person,,,,,,,,NULL," No, Yes, Yes"
8/1/16,7:52:00 PM," 35941, 35942, 35943",10900,Male,Black,10/8/14,2,No,No injuries noted or visible,No,35363,Black,Female,Yes,"Bruise, Treated by DFD",Yes,Mentally unstable,APOWW,2106,152,150,CENTRAL,D2,1800,PARK,NULL,Ave.,1800 PARK AVE,Dallas,TX,32.772494,-96.785639,Arrest,Danger to self or others,Taser Display at Person,Taser,Verbal Command,,,,,,,,1," No, Yes, No"
11/29/16,9:00:00 PM," 38367, 38368",10695,Male,White,11/6/13,3,No,No injuries noted or visible,No,44606,Hispanic,Male,No,No injuries noted or visible,Yes,FD-Unknown if Armed,Assault,1239,315,310,SOUTHEAST,D5,7429,Daingerfield,NULL,Dr.,7429 DAINGERFIELD DR,Dallas,TX,32.755755,-96.695323,Arrest,Arrest,Verbal Command,Weapon display at Person,,,,,,,,,NULL," No, Yes"
10/4/16,1:20:00 PM,37269,11083,Male,White,9/23/15,1,No,No injuries noted or visible,No,40191,Black,Male,No,No injuries noted or visible,Yes,Mentally unstable,"Warrant/Hold, Resisting Arrest",1037,651,650,NORTH CENTRAL,D11,7742,Forest,NULL,Ln.,7742 FOREST LN,Dallas,TX,32.909523,-96.773397,Service Call,Arrest,Take Down - Arm,,,,,,,,,,NULL, Yes
9/26/16,1:29:00 PM," 37276, 37277, 37278",9364,Male,White,1/9/08,9,No,No injuries noted or visible,No,46870,Hispanic,Male,No,No injuries noted or visible,Yes,Unknown,"Traffic Violation, Resisting Arrest",4550,553,550,NORTHWEST,D13,3000,Forest,NULL,Ln.,3000 FOREST LN,Dallas,TX,32.909539,-96.876345,Traffic Stop,Arrest,Verbal Command,Hand Controlled Escort,Held Suspect Down,,,,,,,,NULL," No, No, Yes"
6/30/16,1:14:00 AM," 35357, 35358",10930,Male,White,12/3/14,2,No,No injuries noted or visible,No,45680,Black,Female,No,No injuries noted or visible,Yes,Unknown,"Fail to ID, Resisting Arrest",4553,537,530,NORTHWEST,D2,2807,NORTHWEST,W,Hwy.,2807 W NORTHWEST HWY,Dallas,TX,32.857963,-96.873905,Service Call,Arrest,Handcuffing Take Down,Joint Locks,,,,,,,,,NULL," No, Yes"
12/20/16,2:15:00 AM,38752,9155,Male,White,6/27/07,9,Yes,Abrasion/Scrape,No,47843,Black,Male,No,No injuries noted or visible,Yes,Unknown,"Burglary/Building, Warrant/Hold",3060,525,520,NORTHWEST,D13,3732,Northwest,W,Hwy.,3732 W NORTHWEST HWY,Dallas,TX,32.860743,-96.855928,Crime in Progress,Arrest,Take Down - Body,,,,,,,,,,NULL, Yes
10/1/16,1:20:00 AM,37238,10957,Female,White,1/14/15,2,No,No injuries noted or visible,No,46864,White,Male,No,No injuries noted or visible,No,FD-Suspect w/ Gun,No Arrest,4421,625,620,NORTH CENTRAL,D11,5769,Belt Line,NULL,Rd.,5769 BELT LINE RD,Dallas,TX,32.954057,-96.809861,Service Call,Weapon Display,Weapon display at Person,,,,,,,,,,NULL, Yes
9/16/16,12:15:00 AM," 36826, 36827, 36828, 36829, 36830, 36831, 36832, 36833",11055,Female,Hispanic,9/18/13,3,No,No injuries noted or visible,No,46614,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"DWI, Warrant/Hold",6024,248,240,NORTHEAST,D9,9900,Northwest,E,Hwy.,9900 E NORTHWEST HWY,Dallas,TX,32.862686,-96.715933,Traffic Stop,Arrest,Verbal Command,BD - Pushed,BD - Grabbed,Verbal Command,Hand Controlled Escort,BD - Pushed,Verbal Command,BD - Grabbed,,,NULL," No, Yes, Yes, No, Yes, Yes, No, Yes"
8/20/16,8:01:00 PM," 36248, 36249, 36250",11071,Male,White,8/26/15,1,No,No injuries noted or visible,No,46242,Black,Female,No,No injuries noted or visible,Yes,Alchohol,APOWW,2178,347,340,SOUTHEAST,D7,4000,Diamond,NULL,Ave.,4000 DIAMOND AVE,Dallas,TX,32.756119,-96.764928,Arrest,Arrest,Verbal Command,Take Down - Arm,BD - Tripped,,,,,,,,NULL," No, Yes, Yes"
11/12/16,4:34:00 AM," 37989, 37990",10902,Male,White,10/8/14,2,No,No injuries noted or visible,No,47359,Hispanic,Male,No,Taser Burn Marks,Yes,FD-Unknown if Armed,Other Misdemeanor Arrest,4108,414,410,SOUTHWEST,D1,900,DALE STREET,NULL,NULL,900 DALE ST,Dallas,TX,32.752015,-96.811236,Suspicious Activity,Detention/Frisk,Take Down - Arm,Verbal Command,,,,,,,,,NULL," Yes, No"
7/23/16,3:43:00 PM,35825,6749,Male,White,8/26/91,25,No,No injuries noted or visible,No,38424,Hispanic,Male,Yes,"Abrasion/Scrape, TASER PRONGED, Redness/Swelling",Yes,Alchohol and unknown drugs,Evading Arrest,6059,613,610,NORTH CENTRAL,D12,18000,MARSH,NULL,Ln.,18000 MARSH LN,Dallas,TX,32.994999,-96.855277,Call for Cover,Arrest,BD - Grabbed,,,,,,,,,,NULL, Yes
12/9/16,7:49:00 PM," 38593, 38594",9508,Male,Hispanic,7/9/08,8,No,No injuries noted or visible,No,47728,White,Male,No,No injuries noted or visible,Yes,Unknown,Warrant/Hold,6065,131,130,CENTRAL,D2,2500,Victory,NULL,Ave.,2500 VICTORY AVE,Dallas,TX,32.789996,-96.811292,Arrest,Arrest,BD - Grabbed,Handcuffing Take Down,,,,,,,,,NULL," No, Yes"
8/30/16,12:01:00 AM," 36466, 36467",10710,Male,White,11/6/13,3,No,No injuries noted or visible,No,46349,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol,Assault/FV,2018,155,150,CENTRAL,D2,4407,San Jacinto,NULL,St.,4407 SAN JACINTO ST,Dallas,TX,32.801242,-96.779959,Arrest,Weapon Display,Weapon display at Person,Verbal Command,,,,,,,,,NULL," Yes, Yes"
9/19/16,4:45:00 PM," 36907, 36908, 36909",10520,Male,White,4/10/13,3,Yes,Redness/Swelling,Yes,46655,Hispanic,Male,Yes,"Taser Burn Marks, Abrasion/Scrape",Yes,Unknown,Assault/Public Servant,4015,421,420,SOUTHWEST,D6,3528,Abilene,NULL,St.,3528 ABILENE ST,Dallas,TX,32.786125,-96.900289,Service Call,Active Aggression,Verbal Command,Hand Controlled Escort,Taser,,,,,,,,1," No, No, Yes"
11/19/16,5:33:00 PM,38175,6415,Male,White,7/16/90,26,No,No injuries noted or visible,No,47496,Black,Male,Yes,Abrasion/Scrape,Yes,Unknown,"Evading Arrest, Unauthorize Use Vehicle",4360,744,740,SOUTH CENTRAL,D8,7300,Chaucer,NULL,Pl.,7300 CHAUCER PL,Dallas,TX,32.658765,-96.867126,Arrest,Arrest,K-9 Deployment,,,,,,,,,,NULL, Yes
9/2/16,12:15:00 AM," 36528, 36529",9948,Male,Hispanic,9/29/10,6,No,No injuries noted or visible,No,46384,Black,Male,Yes,"Abrasion/Scrape, Bruise",No,Mentally unstable,No Arrest,1245,325,320,SOUTHEAST,D7,2600,Prairie Creek,N,Rd.,2600 N PRAIRIE CREEK RD,Dallas,TX,32.758331,-96.665368,Arrest,Arrest,Handcuffing Take Down,Hand Controlled Escort,,,,,,,,,NULL," Yes, Yes"
9/11/16,10:50:00 PM,36792,7310,Male,White,11/8/95,21,No,No injuries noted or visible,No,46596,Hispanic,Male,Yes,"iv pulled out of left arm, Injured prior to contact",Yes,Alchohol,"DWI, Resisting Arrest",8822,651,650,NORTH CENTRAL,D11,7777,Forest Lane,NULL,Ln.,7777 FOREST LN,Dallas,TX,32.909447,-96.772089,Arrest,Arrest,BD - Grabbed,,,,,,,,,,NULL, Yes
7/14/16,12:32:00 AM,35713,7063,Male,Black,7/5/94,22,No,No injuries noted or visible,No,42502,Black,Male,No,No injuries noted or visible,Yes,Alchohol,Assault/Public Servant,2058,131,130,CENTRAL,D14,1714,Market,N,St.,1714 N MARKET ST,Dallas,TX,32.782034,-96.806894,Arrest,Assault to Other Person,Joint Locks,,,,,,,,,,NULL, Yes
7/23/16,3:43:00 PM," 35840, 35841, 35842, 35843",10115,Male,Hispanic,1/20/10,7,No,No injuries noted or visible,No,38424,Hispanic,Male,Yes,"Abrasion/Scrape, Redness/Swelling, Taser Burn Marks",Yes,Alchohol,Evading Arrest,6059,613,610,NORTH CENTRAL,D12,17900,MARSH,NULL,Ln.,17900 MARSH LN,Dallas,TX,32.993855,-96.855159,Service Call,Detention/Frisk,Verbal Command,Weapon display at Person,Taser,Feet/Leg/Knee Strike,,,,,,,5," No, No, Limited, Yes"
10/2/16,7:45:00 AM," 37945, 37946, 37947",9000,Male,Hispanic,11/15/06,10,No,No injuries noted or visible,No,46534,Hispanic,Female,No,No injuries noted or visible,Yes,Mentally unstable,Assault/FV,4015,421,420,SOUTHWEST,D6,3712,ABILINE,NULL,St.,3712 ABILENE ST,Dallas,TX,32.787563,-96.90028,Arrest,Arrest,Hand Controlled Escort,BD - Grabbed,Held Suspect Down,,,,,,,,NULL," Yes, Yes, Yes"
9/18/16,5:26:00 AM," 36921, 36922, 36923, 36924",10702,Female,White,11/6/13,3,No,No injuries noted or visible,No,46634,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Crim Trespass/Hab/Weapon, Resisting Arrest",1224,311,310,SOUTHEAST,D7,4825,Owenwood,NULL,Ave.,4825 OWENWOOD AVE,Dallas,TX,32.782077,-96.740979,Call for Cover,Arrest,Weapon display at Person,Verbal Command,BD - Grabbed,Feet/Leg/Knee Strike,,,,,,,NULL," No, No, Yes, Yes"
4/5/16,10:16:00 AM,33666,6009,Male,Black,4/12/89,27,No,No injuries noted or visible,No,44437,Black,Male,Yes,Puncture,Yes,Unknown Drugs,APOWW,9301,725,720,SOUTH CENTRAL,D4,3200,Lancaster,S,Rd.,3200 S LANCASTER RD,Dallas,TX,32.70841,-96.801808,Arrest,Active Aggression,Taser,,,,,,,,,,1, Yes
7/17/16,12:10:00 AM," 35710, 35711, 35712",0,Male,Hispanic,3/16/16,0,No,No injuries noted or visible,No,29885,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Warrant/Hold, Man/Del/Dangerous Drug",2403,424,420,SOUTHWEST,D6,111,Commerce,NULL,St.,111 COMMERCE ST,Dallas,TX,32.775464,-96.82022,Arrest,Danger to self or others,Verbal Command,BD - Grabbed,Take Down - Group,,,,,,,,NULL," No, No, Yes"
10/5/16,7:19:00 PM," 37256, 37257, 37258",10613,Male,White,8/14/13,3,No,No injuries noted or visible,No,34138,Black,Male,No,No injuries noted or visible,No,Alchohol and unknown drugs,No Arrest,4172,714,710,SOUTH CENTRAL,D4,1300,MORRELL,NULL,Ave.,1300 MORRELL AVE,Dallas,TX,32.739142,-96.805455,Service Call,Danger to self or others,Verbal Command,Held Suspect Down,Hand Controlled Escort,,,,,,,,NULL," No, Yes, Yes"
10/9/16,2:39:00 AM," 37338, 37339, 37439",8955,Male,White,11/1/06,10,No,No injuries noted or visible,No,46898,Black,Male,No,No injuries noted or visible,Yes,Alchohol,Public Intoxication,2014,121,120,CENTRAL,D14,2700,McKinney,NULL,Ave.,2700 MCKINNEY AVE,Dallas,TX,32.797636,-96.801391,Arrest,Assault to Other Person,BD - Grabbed,BD - Tripped,Hand/Arm/Elbow Strike,,,,,,,,NULL," Yes, Yes, Yes"
10/16/16,1:00:00 PM," 37472, 37473, 37474",9649,Male,White,10/29/08,8,No,No injuries noted or visible,No,46999,Black,Male,No,No injuries noted or visible,Yes,Unknown,Traffic Violation,4264,723,720,SOUTH CENTRAL,D4,400,Kiest,W,Blvd.,400 W KIEST BLVD,Dallas,TX,32.705016,-96.830104,Service Call,Detention/Frisk,Verbal Command,Taser,Hand Controlled Escort,,,,,,,,NULL," No, Yes, No"
9/16/16,12:15:00 AM," 36821, 36822, 36823, 36824, 36825",8291,Male,Asian,7/19/02,14,No,No injuries noted or visible,No,46614,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"DWI, Warrant/Hold",6024,248,240,NORTHEAST,D9,9900,Northeast,E,Hwy.,9900 E NORTHWEST HWY,Dallas,TX,32.862686,-96.715933,Arrest,Arrest,Verbal Command,BD - Grabbed,Hand Controlled Escort,Verbal Command,Pressure Points,,,,,,NULL," No, Yes, Yes, No, Yes"
7/16/16,6:10:00 PM," 35676, 35678, 35680, 35683",10864,Male,White,8/13/14,2,No,No injuries noted or visible,No,45855,White,Male,Yes,Injury Not Related to Force,Yes,Alchohol,"Resisting Arrest, Assault/FV",2103,151,150,CENTRAL,D2,1325,LAMAR,S,St.,1325 S LAMAR ST,Dallas,TX,32.768003,-96.795994,Arrest,Active Aggression,Feet/Leg/Knee Strike,Verbal Command,Leg Restraint System,Held Suspect Down,,,,,,,NULL," No, No, Yes, No"
11/30/16,1:00:00 PM," 38379, 38380",6363,Male,White,6/6/90,27,No,No injuries noted or visible,No,47606,Hispanic,Female,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,4550,553,550,NORTHWEST,D13,2968,Forest,NULL,Ln.,2968 FOREST LN,Dallas,TX,32.909471,-96.878005,Arrest,Arrest,Held Suspect Down,Leg Restraint System,,,,,,,,,NULL," Yes, Yes"
11/11/16,12:43:00 PM,37942,6415,Male,White,7/16/90,26,No,No injuries noted or visible,No,47345,Black,Male,Yes,Puncture,Yes,FD-Unknown if Armed,"Unauthorize Use Vehicle, Burglary/Habitation, Evading Arrest",1244,325,320,SOUTHEAST,D5,8704,Greenmound,NULL,Ave.,8704 GREENMOUND AVE,Dallas,TX,32.750682,-96.672498,Arrest,Arrest,K-9 Deployment,,,,,,,,,,NULL, Yes
8/24/16,11:50:00 PM,36302,6774,Male,Hispanic,8/26/91,25,No,No injuries noted or visible,No,46289,Other,Male,Yes,Abrasion/Scrape,Yes,Alchohol,DWI,3034,535,530,NORTHWEST,D13,3300,CITATION,NULL,Dr.,3300 CITATION DR,Dallas,TX,32.88301,-96.867295,Arrest,Arrest,Joint Locks,,,,,,,,,,NULL, No
7/16/16,12:00:00 AM,35654,9948,Male,Hispanic,9/29/10,6,No,No injuries noted or visible,No,29652,Black,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Public Intoxication, Resisting Arrest",2190,344,340,SOUTHEAST,D7,5500,lamar,S,St.,5500 S LAMAR ST,Dallas,TX,32.739906,-96.758432,Arrest,Arrest,Take Down - Head,,,,,,,,,,NULL, Yes
9/30/16,2:00:00 PM,37187,8681,Male,White,8/5/05,11,No,No injuries noted or visible,No,19604,White,Male,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,1005,624,620,NORTH CENTRAL,D12,7229,La Bolsa,NULL,NULL,7229 LA BOLSA DR,Dallas,TX,32.964509,-96.783176,Arrest,Detention/Frisk,BD - Pushed,,,,,,,,,,NULL, Yes
11/23/16,8:00:00 AM,38199,8321,Male,Black,9/13/02,14,No,No injuries noted or visible,No,47506,Black,Male,No,No injuries noted or visible,Yes,FD-Unknown if Armed,APOWW,2074,134,130,CENTRAL,D14,1900,Jackson,NULL,St.,1900 JACKSON ST,Dallas,TX,32.780026,-96.794861,Call for Cover,Arrest,Take Down - Arm,,,,,,,,,,NULL, Yes
8/20/16,5:00:00 PM," 36239, 36240, 36241, 36242",10697,Male,Hispanic,11/6/13,3,No,No injuries noted or visible,No,15309,White,Male,Yes,Abrasion/Scrape,Yes,Unknown Drugs,"Public Intoxication, Drug Possession - Misdemeanor, Resisting Arrest, Resisting Search and Transport",2087,135,130,CENTRAL,D2,1900,YOUNG,NULL,St.,1900 YOUNG ST,Dallas,TX,32.778607,-96.793592,Arrest,Arrest,Hand Controlled Escort,Held Suspect Down,Joint Locks,Verbal Command,,,,,,,NULL," Yes, Yes, Yes, No"
11/20/16,2:00:00 AM," 38160, 38161, 38162",5889,Male,White,9/30/88,28,Yes,No injuries noted or visible,Yes,47488,Hispanic,Male,Yes,"Bloody Nose, Redness/Swelling",Yes,Alchohol,Assault/Public Servant,2038,122,120,CENTRAL,D14,2512,cedarsrings road,NULL,NULL,2512 CEDAR SPRINGS RD,Dallas,TX,32.798092,-96.805422,Arrest,Active Aggression,Hand Controlled Escort,Joint Locks,Hand Controlled Escort,,,,,,,,NULL," Yes, Yes, Yes"
8/28/16,3:15:00 AM," 36449, 36450, 36451",10837,Male,Hispanic,12/7/05,11,No,No injuries noted or visible,No,46336,Hispanic,Male,Yes,"Puncture, Laceration/Cut, Injured prior to contact",Yes,Alchohol and unknown drugs,"Assault/FV, Other Felony Arrest, Warrant/Hold",1084,216,210,NORTHEAST,D13,8500,Park Ln.,NULL,NULL,8500 PARK LN,Dallas,TX,32.870902,-96.758366,Arrest,Arrest,Verbal Command,Weapon display at Person,Take Down - Arm,,,,,,,,NULL," No, No, No"
10/16/16,2:10:00 AM,37456,9881,Male,White,6/10/09,7,No,No injuries noted or visible,No,46989,Black,Male,No,No injuries noted or visible,Yes,Alchohol,Public Intoxication,2014,121,120,CENTRAL,D14,2700,MCKINNEY,NULL,Ave.,2700 MCKINNEY AVE,Dallas,TX,32.797636,-96.801391,Other ( In Narrative),Active Aggression,Take Down - Body,,,,,,,,,,NULL, Yes
11/4/16,9:00:00 AM," 37818, 37819",8425,Male,White,8/15/03,13,No,No injuries noted or visible,No,47270,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,1085,247,240,NORTHEAST,D9,6108,Abrams,NULL,Rd.,6108 ABRAMS RD,Dallas,TX,32.858897,-96.746975,Service Call,Danger to self or others,BD - Pushed,Baton Display,,,,,,,,,NULL," Yes, Yes"
8/20/16,5:00:00 PM," 36237, 36238",10710,Male,White,11/6/13,3,No,No injuries noted or visible,No,15309,White,Male,Yes,Abrasion/Scrape,Yes,Unknown Drugs,"Public Intoxication, Drug Possession - Misdemeanor, Resisting Arrest",2087,135,130,CENTRAL,D2,1900,Young,NULL,St.,1900 YOUNG ST,Dallas,TX,32.778607,-96.793592,Arrest,Arrest,Held Suspect Down,Joint Locks,,,,,,,,,NULL," Yes, Yes"
7/21/16,7:00:00 AM," 35795, 35796",10311,Male,White,3/28/12,4,No,No injuries noted or visible,No,45919,Black,Male,No,No injuries noted or visible,Yes,Mentally unstable,Warrant/Hold,2044,116,110,CENTRAL,D2,3900,gaston,NULL,Ave.,3900 GASTON AVE,Dallas,TX,32.79236,-96.778681,Service Call,Active Aggression,Verbal Command,Take Down - Body,,,,,,,,,NULL," No, Yes"
7/1/16,9:45:00 PM," 35418, 35419",9334,Male,White,1/9/08,8,No,No injuries noted or visible,No,45712,Black,Female,No,No injuries noted or visible,No,Unknown,No Arrest,9607,255,250,NORTHEAST,D10,9800,Shadow Way,NULL,NULL,9800 SHADOW WAY,Dallas,TX,32.916799,-96.716244,Traffic Stop,Other,Weapon display at Person,Verbal Command,,,,,,,,,NULL," Yes, Yes"
7/26/16,12:15:00 AM," 35862, 35863",10876,Male,White,8/13/14,2,No,No injuries noted or visible,No,45955,Black,Male,No,No injuries noted or visible,Yes,FD-Unknown if Armed,Warrant/Hold,4252,731,730,SOUTH CENTRAL,D4,3419,LINFIELD,NULL,Rd.,3419 LINFIELD RD,Dallas,TX,32.712253,-96.762454,Service Call,Detention/Frisk,Verbal Command,Weapon display at Person,,,,,,,,,NULL," No, Yes"
11/15/16,10:15:00 AM,38035,11101,Male,Hispanic,11/4/15,1,No,No injuries noted or visible,No,47412,Black,Male,No,No injuries noted or visible,Yes,Unknown,Assault/FV,4621,214,210,NORTHEAST,D14,8325,Southweatern,NULL,Blvd.,8325 SOUTHWESTERN BLVD,Dallas,TX,32.86066,-96.764715,Service Call,Weapon Display,Taser Display at Person,,,,,,,,,,NULL, Yes
12/2/16,10:10:00 PM," 38431, 38434",11033,Male,White,6/3/15,2,No,No injuries noted or visible,No,43301,Black,Female,No,No injuries noted or visible,Yes,Mentally unstable,"Drug Possession - Misdemeanor, Resisting Search and Transport, Other Felony Arrest",1180,224,220,NORTHEAST,D7,2944,Buckner,N,Blvd.,2944 N BUCKNER BLVD,Dallas,TX,32.809738,-96.684067,Arrest,Arrest,Verbal Command,Take Down - Arm,,,,,,,,,NULL," No, Yes"
12/13/16,12:10:00 AM,38602,9198,Male,White,8/22/07,9,No,No injuries noted or visible,No,44572,Black,Male,No,No injuries noted or visible,No,None detected,No Arrest,2064,134,130,CENTRAL,D14,2300,Pacific,NULL,Ave.,2300 PACIFIC AVE,Dallas,TX,32.783918,-96.791585,Service Call,Weapon Display,Weapon display at Person,,,,,,,,,,NULL, Yes
7/12/16,10:10:00 PM," 35603, 35626",10235,Male,Hispanic,8/18/10,6,No,No injuries noted or visible,No,45832,Black,Male,Yes,Taser Burn Marks,Yes,Unknown,Evading Arrest,4134,413,410,SOUTHWEST,D1,300,Beckley,S,Ave.,300 S BECKLEY AVE,Dallas,TX,32.743486,-96.822835,Arrest,Active Aggression,Verbal Command,Taser,,,,,,,,,3," No, Limited"
7/3/16,1:04:00 PM," 35448, 35449",7270,Male,White,9/6/95,21,No,No injuries noted or visible,No,45727,Hispanic,Male,No,No injuries noted or visible,No,Alchohol and unknown drugs,No Arrest,3114,543,540,NORTHWEST,D2,2528,Hondo,NULL,Ave.,2528 HONDO AVE,Dallas,TX,32.810735,-96.820534,Service Call,Other,Joint Locks,Verbal Command,,,,,,,,,NULL," Yes, No"
10/2/16,10:55:00 PM," 37197, 37198",10818,Male,White,5/7/14,2,No,No injuries noted or visible,No,46835,Other,Male,Yes,"Taser Burn Marks, Treated by DFD",Yes,Alchohol,"Other Misdemeanor Arrest, Evading Arrest, Warrant/Hold",2058,131,130,CENTRAL,D14,1700,MARKET,N,St.,1700 N MARKET ST,Dallas,TX,32.782003,-96.806884,Arrest,Arrest,Verbal Command,Taser,,,,,,,,,1," No, Yes"
12/25/16,8:04:00 PM," 38935, 38938",10889,Male,Hispanic,8/13/14,2,No,No injuries noted or visible,No,32504,Black,Male,No,Taser Burn Marks,Yes,Mentally unstable,Burglary/Habitation,1061,653,650,NORTH CENTRAL,D11,7342,Mimosa,NULL,Ln.,7342 MIMOSA LN,Dallas,TX,32.882523,-96.775814,Service Call,Arrest,Verbal Command,Taser,,,,,,,,,1," No, Yes"
7/5/16,7:20:00 PM,35507,9425,Male,Hispanic,10/21/98,18,No,No injuries noted or visible,No,45763,Black,Male,No,Non-Visible Injury/Pain,Yes,Alchohol,"Resisting Search and Transport, Other Misdemeanor Arrest",2062,134,130,CENTRAL,D14,100,Akard,N,St.,100 N AKARD ST,Dallas,TX,32.782059,-96.799965,Arrest,Arrest,Held Suspect Down,,,,,,,,,,NULL, Yes
11/12/16,1:00:00 AM," 37963, 37964, 37965, 37966, 37967",10790,Male,Hispanic,5/7/14,3,Yes,Abrasion/Scrape,No,47350,Black,Male,Yes,Treated by DFD,Yes,Unknown,"Evading Arrest, Drug Possession - Felony, Drug Possession - Misdemeanor, Warrant/Hold, Other Felony Arrest",1102,227,220,NORTHEAST,D9,12670,Northwest,NULL,Hwy.,12670 E NORTHWEST HWY,Dallas,TX,32.864019,-96.662901,Arrest,Arrest,Verbal Command,BD - Grabbed,BD - Pushed,Take Down - Body,Hand/Arm/Elbow Strike,,,,,,NULL," No, No, No, No, Yes"
9/2/16,8:42:00 PM," 36547, 36548",11054,Female,White,7/15/15,1,No,No injuries noted or visible,No,46425,Black,Male,No,No injuries noted or visible,No,Unknown Drugs,No Arrest,6003,624,620,NORTH CENTRAL,D12,6859,Arapaho,NULL,Rd.,6859 ARAPAHO RD,Dallas,TX,32.962188,-96.79016,Suspicious Activity,Weapon Display,Verbal Command,Weapon display at Person,,,,,,,,,NULL," Yes, Yes"
9/29/16,1:40:00 PM," 37111, 37113",9534,Male,Hispanic,7/9/08,8,No,No injuries noted or visible,No,44481,Black,Female,No,No injuries noted or visible,Yes,Unknown,Prostitution,2098,115,110,CENTRAL,D7,1700,Robert B Cullum,NULL,Blvd.,1700 ROBERT B CULLUM BLVD,Dallas,TX,32.773311,-96.760446,Arrest,Arrest,Verbal Command,Held Suspect Down,,,,,,,,,NULL," No, Yes"
